festivalId,festival_title,festival_desc,festival_image,festival_region,festival_place,festival_price,festival_cost,festival_period,festival_start,festival_end
750,제18회 진안고원 운장산 고로쇠 축제,"남한 유일의 고원지대인 청정지역 진안고원에서 채취한 운장산 고로쇠 수액은 당일 정제 원칙으로 깨끗하게 품질관리가 되고있으며, 고로쇠축제에서 다양한 온라인 프로그램과 함께 특별 판매로 진안고원 운장산 고로쇠 수액을 만나볼 수 있다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1646011432930.jpg,전라북도 진안군,유튜브 : 빠망TV https://www.youtube.com/jinangun,입장료 없음(이용요금은 체험 프로그램별 상이),무료,2022. 3. 10. ~ 3. 12.,2022-03-10,2022-03-12
751,당진 안섬풍어제,"안섬 풍어제는 송악면 고대리마을에서 행해져오고 있다.원래 송악면 내도리, 안섬은 당진시의 최북서쪽에 있는 섬이었으나 간척 사업으로 연육 된 곳이다. 그 섬사람들은 해마다 연평도로 고기잡이를 나갔는데 출어전에 어민들의 안녕과 풍어를 기원하는 풍어당 굿놀이를 매년 음력 1월 첫 진일 날에 하며 전통적으로 오늘날까지 이어져오고 있다. 1994년 10월에는 제35회 전국 민속예술경연대회에 충남 대표로 출전해 부문별 우수상인 문화체육부장관상을 받았고 1996년에는 안섬풍어당굿 전수회관을 지어 전통문화를 지켜오고 있고, 2001년 6월 30일 도지정무형문화재 35호로 지정되었다. 본 제(祭)는 안섬풍어당굿놀이보존회에서 주관하고 있다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1646353673085.jpg,충청남도 당진시,안섬마을 일원,무료,무료,2022. 3. 6. ~ 7.,2022-03-06,2022-03-07
752,에버랜드 Winter Wishes,"에버랜드가 환상적이고 로맨틱한 겨울 축제 Winter Wishes를 오는 12월02일부터 3월 1일까지 개최한다.크리스마스 축제가 펼쳐지는 초겨울의 에버랜드는 티익스프레스, 썬더폴스, 로스트밸리 등 인기 어트랙션과 사파리를 다른 계절 대비 여유롭게 이용할 수 있을 뿐만 아니라, 낭만적인 크리스마스 분위기를 일찍부터 즐길 수 있어 남녀노소 모두에게 인기가 많다.특히 올해는 산타와 루돌프가 사는 마을을 새롭게 조성하고, 야간에는 골드를 컨셉으로 환상적인 금빛 향연을 펼치는 등 하루종일 흘러나오는 캐럴과 함께 낮부터 밤까지 크리스마스 분위기를 한껏 고조시킨다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1510794089976.jpg,경기도 용인시,에버랜드,자세한 안내는 누리집 참고 http://www.everland.com,유료,2021. 12. 3. ~ 2022. 3. 1.,2021-12-03,2022-03-01
753,이월드 미라클 윈터 나이트 2021,"<제 9회 이월드 별빛축제 : 미라클 윈터 나이트>올해로 9회째 이어지는 이월드 별빛축제는 2021년을 맞이하여 <미라클 윈터 나이트>라는 타이틀 아래 겨울 이월드에서만 볼 수 있는 별빛의 화려하고 로맨틱한 모습을 선보일 예정이다.밤이 되면 본격적으로 시작되는 별빛축제에는 이월드 대표 캐릭터인 비비가 맞이해주는 초대형 크리스마스 트리광장을 시작으로, 산타가 된 초대형 비비에게 소원을 빌 수 있는 <자이언트 산타비비>, 1만송이 장미가 빛을 밝히는 <로맨틱 빛장미 언덕>이 새롭게 선보일 예정이며, 메가문, 천국의계단등 이월드 13만평에 펼쳐진 100여개의 인기 야간 포토존이 준비되어 있다. 아름다운 <이월드 별빛축제: 미라클 윈터 나이트>에서 겨울에만 만나는 로맨틱 별빛 추억과 사진을 남길 수 있다.이월드 자유이용권 구매 시, 이월드 별빛축제는 물론 30여종의 놀이기구와 대구의 랜드마크인 83타워를 함께 즐길 수 있다. 83타워 전망대에서 바라보는 대구야경과 13만평 전체가 별빛으로 물들여진 이월드의 광경 또한 별빛축제에서 반드시 즐겨야 하는 필수코스다.※ 자세한 행사내용은 이월드 인스타그램 @eworld.official 또는 이월드 유튜브, 이월드 페이스북 페이지를 참조.※ 일부 행사는 현장상황에 따라 변경 및 취소될 수 있다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1636336405300.jpg,대구시 달서구,이월드,이월드 누리집 참고,유료,2021. 11. 20. ~ 2022. 2. 28.,2021-11-20,2022-02-28
754,2022 온라인 논산딸기축제,"1997년 논산 관촉로 벚꽃길에서 2만여명이 참여한 딸기 품평회를 시작으로 2019년 5일동안 60만명이 방문하는 등 발전을 거듭해 온 논산딸기축제는 2022년 24회를 맞이하는 전국 대표 농산물 축제이다. 2022년 논산딸기축제는 온라인으로 개최되며 매일 16시~21시 유튜브 논산딸기향TV에서 딸기 소재 다양한 홍보 영상,  현장감 넘치는 라이브 방송 등을 송출한다. 또한 다양한 온라인 이벤트를 진행하여 직접 방문하지 않아도 논산딸기축제에 참여하고 즐길 수 있게 하였다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1644886754223.jpg,충청남도 논산시,온라인 (유튜브 논산딸기향TV),무료,무료,2022. 2. 23. ~ 27. / 매일 16시~21시 방송 송출,2022-02-23,2022-02-27
755,양주 눈꽃축제,양주눈꽃축제는 제과전문그룹 크라운해태의 종합예술테마파크 아트밸리(장흥자연휴양림)의 겨울축제이다.새하얀 눈의 아름다움을 통해 감사와 사랑 그리고 꿈을 전하는 이번 눈꽃축제는 양주시의 수려한 자연경관 중 으뜸으로 꼽히는 아트밸리 일대에서 펼쳐진다.,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1574816084116.jpg,경기도 양주시,경기도양주시 장흥자연휴양림,"입장료 주중 : 12,000원, 주말 : 15,000원(일부 유료체험을 제외한 요금)",유료,2022. 1. 1. ~ 2. 27.,2022-01-01,2022-02-27
756,원마운트 오징어파크,"오징어파크는 몸풀기 오징어체조, 무궁화 꽃이 피었습니다, 줄다리기, 구슬치기, 등 다양한게임으로 가족, 친구, 연인, 나이, 성별, 상관없이 즐길수 있는 테마파크이다. 옛 놀거리로 많은 사람들에게 옛 추억과, 또다른 추억을 선보이기 위해 만들어진 테마파크이다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1639095736888.jpg,경기도 고양시,원마운트 스노우파크,"[유료]정상가 : 30,000원  온라인 주중 : 22,000원 온라인 주말 : 26,000원",유료,2021. 11. 26. ~ 2022. 2. 27. / 11:00 ~ 19:00,2022-11-26,2022-02-27
757,2022 부산 라이프 ON,생활 속 다양한 상품들을 온라인으로 쉽게 만나볼 수 있는 2022 부산 라이프 ON! 축제가 개최된다.9개 창업기업의 마케팅 활성화 및 역량 강화를 위한 라이브 커머스를 진행한다.,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1645144896859.jpg,부산시 해운대구,온라인개최,무료,무료,2022. 2. 22. ~ 25. / 온라인 개최,2022-02-22,2022-02-15
758,제5회 겨울공주 군밤축제,"중부권 대표 겨울축제인 ""겨울공주 군밤축제""가 1월 29일부터 2월 20일가지 23일간 코로나-19 정부대응 방침에 따라 온라인으로 개최된다.     축제장 대형화로에서 알밤을 구워먹는 재미는 누릴수 없지만 이를 대신할 다채로운 온라인 체험 프로그램이 풍성하다. 오프라인에서도 뜨거운 공주밤을 직접 만날수 있다.설 명절 연휴기간에는 정안알밤휴게소 상·하행선에서, 2월 12일과 13일에는 공주휴게소 대전방향에서 만날수 있다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1644365340803.jpg,충청남도 공주시,온라인개최,무료,무료,2022. 1. 29. ~ 2. 20.,2022-01-29,2022-02-20
759,파주 눈내리는 초리골 축제,"마을 전체가 골짜기로 이루어져 겨울철 기온이 낮은 지역의 자연환경을 이용해 눈썰매장, 얼음썰매장, 빙어잡기, 숭어낚시 체험장을 운영한다.야간조명시설을 이용한 산책로와 얼음조각길, 먹거리, 지역특산물 장터도 함께 조성돼 방문객들에게 볼거리·먹거리·체험공간을 제공할 계획이다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1611189300033.jpg,경기도 파주시,초리골 눈썰매장,대인 입장권 9000 소인 입장권 7000 스노우 모빌 레프팅 1회 5000 빙어잡기 체험 4200 눈조각 포토존 입장권 3000,유료,2021. 12. 23. ~ 2022. 2. 20. / 10:00 ~ 17:00,2021-12-23,2022-02-20
760,강화 빙어축제,아이들과 즐거운 추억을 남기기 위해 겨울철만 할 수 있는 문화체험이다.,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1639009813274.jpg,인천시 강화군,양오낚시터,[유료]대인 1만원 / 초등학생 이하 5천원,유료,2021. 12. 24. ~ 2022. 2. 20. / AM 08 : 30 ~ PM 05 : 00,2021-12-24,2022-02-20
761,삼척 정월대보름제,"삼척정월대보름제는 정월대보름에 실시했던 삼척 특유의 기줄다리기를 주축으로 천신, 지신, 해신에게 소재 초복과 풍년, 풍어를 기원하는 제례행사와 전통민속놀이를 포함한 축제로 1973년 음력 정월보름에 처음으로 막이 올랐다.1976년 강원도 무형문화재 제 2호로 지정된 삼척 기줄다리기는 1978년 제 6회에 행사에 접어들면서 범국민축제로 확대 발전돼 왔으나 2003년 부터 2006년까지 태풍 루사 매이 등으로 중단 됐다가 2007년부터 명칭을 삼척정월대보름제로 바꾸고 삼척정월대보름제위원회 주최, 삼척문화원 주관으로 개최돼 오고 있으며, 2007년부터 개최된 전국기줄다리기대회는 높은 호응 속에 전국적인 행사로 발전해 가고 있다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1579565883454.JPG,강원도 삼척시,"삼척시내 전역 및 대학로, 우체국 앞 등등",무료,무료,2022. 2. 7. ~ 20.,2022-02-07,2022-02-20
762,국립민속박물관 정월대보름 한마당,"국립민속박물관(관장 김종대)은 정월대보름을 맞이하여 2월 12일부터 2월 15일까지 2022 임인년 정월대보름 한마당 을 개최합니다. 이번 행사는 우리 민족의 중요한 절기 중 하나인 정월대보름 세시풍속을 통해, 코로나19를 퇴치하고 건강한 일상생활로 복귀를 기원하고자 한다. 국립민속박물관에서 준비한 다양한 세시풍속 체험행사를 통해서 나쁜 액을 없애고 복을 부르며 풍요와 건강을 기원했던 정월대보름의 풍속을 경험해 보길 바란다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1519777063325.jpg,서울시 종로구,"국립민속박물관 본관, 파주관 등",시간내자유,무료,2022. 2. 12. ~ 15. / 9:00~17:00,2022-02-12,2022-02-15
763,빙어대잔치,빙어낚시를 즐길수 있다 . 빙어뜰채 체험을 할 수 있다. 겨울별미 빙어튀김을 먹을 수 있다. 얼음이 얼경우 썰매를 무료로 탈 수 있다. 방가로에서 따뜻하게 낚시를 즐길 수 있다.,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1640567979262.jpg,인천시 강화군,신선낚시터,대인10000원 / 소인 5000원 (36개월부터 초등학생까지) / 36개월미만 무료(증빙서류지참시),유료,2021. 12. 17. ~ 2022. 2. 15. / 8:00 - 16:30,2021-12-17,2022-02-15
764,파주송어축제,"""서울 근교, 자동차로 1시간""이 걸리지 안아 닿을 수 있는 곳에 ""파주송어축제장""이 있다.농촌마을의 전원 풍경이 물씬 풍기는 파주송어축제는 2022년 처음으로 개장하여 올해로 12회를 맞이하면서 시설도 많이 보강하고 어린이와 가족이 함께 할 수 있는 체험 시설들도 확충하였다.자유로를 따라 서울 도심에서 1시간 이내에 닿을 수 있는 파주송어축제!2022년 새해 첫 추억을 ""파주송어축제""에서 만끽할 수 있다!",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1606873121174.jpg,경기도 파주시,광탄레저타운,"중학생이상 : 25,000원 / 유치원초등학생 : 15,000원",유료,2022. 1. 8. ~ 2. 13.,2022-01-08,2022-02-13
765,제주민속촌 설몽아일랜드,"가장 제주다운 곳, 제주민속촌의 밤을 수놓는 빛들이 향연과 화려한 미디어파사드 쇼!지금까지 제주에서 볼 수 없었던, 원더풀 크리스마스 퍼포먼스가 펼쳐진다.윷놀이, 투호놀이, 팽이치기 등 다양한 민속놀이체험과 특별한 겨울 체험 행사들이 가득하다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1639358981886.jpg,제주도 서귀포시,제주민속촌,"성인/청소년 : 정가 15,000원 - 할인가 : 13,500원 ( 10%할인 ) , 소인 : 정가 10,000원 - 할인가 : 9,000원 ( 10%할인 )",유료,2021. 12. 11. ~ 2022. 2. 13. / 17:00 ~ 22:00 ( 입장마감 : 21시),2021-12-11,2022-02-13
766,제14회 名品 칠갑산 얼음분수축제,“동화나라 친구들 모여라~!“커다란 얼음분수로 만들어 놓은 알프스성에 동화나라 캐릭터들이 모두 모여 함께하는 칠갑산 겨울왕국.알프스마을에 까만 어둠이 내리면 반짝반짝 은하수 별빛아래 화려한 옷으로 갈아입는 야간개장.아이들에게 소중한 추억을 남기고 연인들에게는 겨울철 데이트 코스로 안성맞춤. 5분 거리에는 1박2일 촬영지로 유명한 전국 최장의 천장호 출렁다리.겨울엔 칠갑산겨울왕국! 칠갑산 얼음분수축제에 놀러오세요.,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1638403934899.jpg,충청남도 청양군,알프스마을,"* 현장 - 입장료 : 7,000원 썰매 이용료 18,000원 / 현장 패키지 할인 : 4인 입장  썰매 이용료  농산물 교환권 86,000원 (정상가 106,000원) / (4인 단위로 구매 가능하며 1인 추가 시 일반 요금 적용)* 인터넷 할인권 : 주중 - 입장  썰매 이용료 19,900원, 주말 - 입장  썰매 이용료 22,500원",유료,2022. 1. 1. ~ 2. 13.,2022-01-01,2022-02-13
767,포천백운계곡동장군 나드리,"코로나19로 대부분의 지역축제가 취소되고 있다. 하지만 산과 계곡과 어우러져 경치가 아름다운 포천 백운계곡 네에서 현지 마을 주민들이 손수 만들어 가는 제1회 백운계곡 동장군 나드리 한 명으로 가자 포천으로! 달려라 동심으로! 란 주제로 2022년 1월 7일~2월 6일까지 30일간 열린다. 약 3천 평 부지 네에서 이루어지는 축제는 겨울 여행의 테마가 있는 놀이와 먹거리 체험 등 다양한 프로그램으로 진행되며. 특히 처음 선보이는 눈썰매장은 길이가 약 120m로 계곡과 주변 경관과 어우러져 눈썰매를 타며 전후좌우 아름다운 경치를 감상할 수 있어 그야말로 수도권 내에서 최고임을 자랑한다.또한 자연계곡에서 만들어진 전통썰매장, 송어낚시, 전통 팽이치기, 이글루 체험, 빙어낚시체험 등은 어른에게는 동심의 세계로 아이들에게는 좋은 체험이 될 것이다.코로나19로 인해 그동안 힘들었던 삶의 무게를 잠시 내려놓고 산과 계곡 빼어난 경치를 자랑하는 포천 백운계곡 자연 속에서 희망을 담아 가시길 바랍니다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1640823197495.jpg,경기도 포천시,백운계곡국민관광지일원,"입장료:없음 / *송어실내낚시 대인 15,000 | 소인 12,000원 / *빙어낚시(뜰채) 8,000원 / *튜브눈썰매 10,000원 / *이글루어린이눈썰매 8,000원 / *종합이용권 25.000원(듀브눈썰매/회전눈썰매/이글루/어린이눈썰매/팽이치기/전통썰매)",무료,2022. 1. 7. ~ 2. 6.,2022-01-07,2022-02-06
768,2021 제3회 운정호수공원 불꽃축제,"겨울밤, 호수에 빛이 내리다!운정호수공원 빛의 세계로 여러분들을 초대합니다.파주 운정의 빛나는 밤과 함께 연말 연초를 따뜻하게 함께하길 바랍니다! 2021. 12. 18. (토) ~ 2022. 2. 6. (일) 상시 진행*조명 점등시간 : 행사기간 내 18:00 ~ 24:00점등식은 코로나19 상황에 따라 취소되었습니다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1639095639474.jpg,경기도 파주시,파주 운정호수공원 일대,무료,무료,2021. 12. 18. ~ 2022. 2. 6. / 18:00 ~ 24:00,2021-12-18,2022-02-06
769,2021 부산시민 희망의 빛드림 페스티벌,"1) 도심 속 공원인 부산 시민공원에서 부산진구&부산 시민공원&국립부산국악원 3개 기관의 상호 협업을 통한 부산 대표 빛 축제로 성장하다.2) 장기간 코로나19로 지친 시민들의 심신을 치유하고 3가지 색깔(소통의 빛(부산진구), 자연의 빛(부산 시민공원), 문화의 빛(국립부산국악원)과 4가지 테마(숲, 바다, 꽃, 함께)를 가진 특색 있는 볼거리 제공3) 일상으로의 회복에 맞는 안전한 방역시스템 구축",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1638403857786.jpg,부산시 부산진구,부산시민공원,무료,무료,2021. 12. 6. ~ 2022. 2. 6. / 18:00~23:00,2021-12-06,2022-02-06
770,마노르블랑 동백꽃축제 2021,"마노르블랑은 서귀포시에 위치한 가든 카페이다.마노르블랑에서는 매년 동백꽃축제가 열리고 있지만 올해 또한 특별한 동백꽃 축제가 열린다.작년에 개장된 동백스케치가 더욱 더 풍성해졌다. 엄청난 규모의 동백꽃들이 기다리고 있다.또한, 마노르블랑은 우리나라 최남단에 위치하고 있어 다양한 식물들이 식재되어있기에 제주도를 찾는 수많은 관광객들은 물론이며 제주도민까지도 찾는 명소로 손꼽힌다.4000여 평 정원 속에 다양한 동백꽃 산책로가 있으며 산방산과 송악산 사이로 형제섬과 사계 앞바다가 보이는 환상적인 조망 또한 마노르블랑의 자랑거리이다. 환상적인 조망과 함께 동백꽃 인생샷을 남길 수 있는 다양한 포토존이 준비되어 있고 야외 잔디정원에서는 피아노 연주 버스킹을 즐길 수 있다. 또한 동백스케치에는 특별한 그네가 준비되어 있으며 감귤체험(별도) 또한 즐길수있다.이곳 마노르블랑은 지금 동백꽃 축제의 향연이 펼쳐지고 있다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1637799623508.jpg,제주도 서귀포시,마노르블랑,입장료 [미취학(36개월 이상) 2000원 / 초등학생이상 4000원)],유료,2021. 11. 26. ~ 2022. 2. 6. / 9:00~18:00,2022-11-26,2022-02-06
771,고니골빛축제,"제7회 고니골 빛축제, 양잠테마단지고니골은 양잠농가로 어려움속에서도  비수기인 겨울동안 자연과 빛의 만남이라는 주제를 가지고  LED불빛등을 이용 농가소득 증대를 활성화할뿐만 아니라 원주시민들과 주변 사람들에게도 좋은 추억거리와 힐링이 되고 양잠농가인 원주시 고니골을 알리는데 뜻을 두고 빛축제를 하게  되었으며, 더불어 눈썰매장을 운영 아이들에게도 좋은 추억거리를 제공하게 되었다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1636336290788.jpg,강원도 원주시,양잠테마단지 내,"입장료 : 대인 5,000원/  소인 : 36개월 이상, 초 중 고 3,000원 / 36개월 미만 무료",유료,2021. 11. 20. ~ 2022. 2. 6.,2021-11-20,2022-02-06
772,2021 경의선 책거리 겨울빛축제,○ 행사명 : 2021 경의선 책거리 겨울빛축제○ 기  간 : 2021년 12월 17일(금) ~ 2022년 02월○ 시  간 : 17시 30분 ~ 23시○ 장  소 : 경의선 홍대입구역 6번 출구 앞○ 주최?주관  : 경의선 책거리 X 한국작가회의 ○ 문  의 : 02-324-6200,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1639095574084.jpg,서울시 마포구,경의선 책거리,무료,무료,2021. 12. 17. ~ 2022. 2. 2. / 17:30 ~ 23:00,2021-12-17,2022-02-02
773,제8회 해운대 빛축제,"-축제기간 : 2021. 11. 27.(토) ~ 2022. 2. 2.(수) 68일간 점등식 : 2021. 11. 27.(토) 18시, 해운대해수욕장-점등시간 : 18:00 ~ 24:00-장 소 : 해운대해수욕장, 해운대광장, 해운대시장, 온천길 일원-행사주체 : “해운대 전설, 빛으로 담다”-주요내용 : 점등식, 빛 시설물 전시, 시민 참여 프로그램 등-주 최 : 해운대구-공동주관 : 해운대구·해운대빛축제조직위원회",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1637197575618.jpg,부산시 해운대구,"해운대해수욕장, 해운대광장, 해운대시장, 온천길 일원",무료,무료,2021. 11. 27. ~ 2022. 2. 2. / 18:00~24:00,2022-11-27,2022-02-02
774,섬 겨울꽃 축제,신안군 압해읍 천사 섬 분재공원에서 2천4백만 송이의 아기 동백꽃이 피어있다.이를 기념하고 홍보하고자 성 겨울꽃축제를 매년 진행하고 있다.,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1607302577572.jpg,전라남도 신안군,신안군 압해읍 천사섬분재공원,"어른 5,000원 , 청소년 및 군인 3,000원, 어린이 1,000원(단체일 경우, 어른 4,000원 청소년 및 군인 2,000원, 어린이 500원)65세 이상 어른 5,000원(1004섬신안 상품권 지급)신분증을 소지한 국가유공자, 신안군민, 장애인 및 미취학 어린이 무료 - 65세이상 어른 5,000원(1004섬신안 상품권 지급) - 무료 : 신분증을 소지하신 국가유공자, 신안군민, 장애인 및 미취학어린이",유료,2021. 12. 10. ~ 2022. 1. 31.,2021-12-10,2022-01-31
775,2022 온라인 영동곶감축제,코로나19 시대에서 영동곶감의 우수성을 대내외에 널리 알리고 판매를 촉진할 수 있는 사업을 추진하여 지역경제 활성화에 기여하고자 하는 축제이다. 온라인 축제의 효율성과 기대효과를 극대화하기 위해 판매에 중심을 둔 플랫폼 구성으로 실질적인 농가 소득 창출에 기여하고자 함,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1640750958492.jpg,충청북도 영동군,관련 누리집,무료,무료,2022. 01. 05.(수) ~ 01. 25.(화),2022-01-05,2022-01-25
776,제15회 지리산산청곶감축제,"지리산 산청곶감은 지난 2016년부터 6년 연속 대한민국 대표브랜드로 선정되었다.특히, 지리산 산청곶감의 원료감인 산청 고종시 역시 2016년부터 6년 연속 대한민국 대표과일로 선정되었다.이는 지리산 산청곶감의 맛과 품질이 전국 최고임을 입증한다. 지리산 산청곶감은 국내 유일하게 전통방식인 도넛모양으로 만들어진다. 자연당도가 높고, 부드러우면서 차진 식감이 탁월하다. 고종황제 진상품, 영국 엘리자베스여왕 선물, 청와대 설 선물 등 맛과 멋에서 브랜드 가치를 높이 평가받고 있다. 2022년 제15회 지리산산청곶감축제는 안전한 축제운영을 위해 온라인으로 펼쳐진다. 행운의 룰렛이벤트, 화목한 출석퀴즈, 구매인증 이벤트, 산청곶감 구연동화, 어린이 호감이 그리기, 등 다양한 이벤트가 준비되어 있다. 많은 참여 부탁드리며 2022년 호랑이해 곶감 드시고 대박나십시요!",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1640925372093.jpg,경상남도 산청군,경남 산청군 시천면 송하중태길 6 산청곶감유통센터 일원,무료,무료,2022. 1. 6. (목) - 1. 23. (일) / 18일간,2022-01-06,2022-01-23
777,울산대공원 빛 축제,"올해 ""울산대공원 빛 축제""는 코로나로 인해 빛(조명) 관람하기 외 행사는 없습니다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1640131978282.JPG,울산시 남구,울산대공원 정문 풍요의 못 주변,무료,무료,2021. 12. 22. ~ 2022. 1. 21.,2021-12-22,2022-01-21
778,2022 서울 아시테지 겨울축제,"서울 아시테지 겨울축제는 침체되어 있는 겨울철, 국내 아동청소년극의 활기를 불어넣고자 2005년부터 ‘서울 아시테지 겨울축제’를 개최하고 있다.매년 겨울방학이면 어김없이 찾아오는 이 축제는 온 가족이 함께 즐길 수 있는 가족문화체험 축제로, 관객 모두가 만족할 수 있는 양질의 문화예술을 소개하고, 우리 아이들에게 무한한 상상력과 희망이라는 날개를 펼칠 수 있는 시간을 제공하고자 노력하고 있다.또한, 대·외적으로 국내 작품의 해외 시장 진출의 플랫폼 역할을 하고 있다.2012년부터 ‘서울어린이연극상’ 수상작을 포함한 국내 우수작을 해외에 소개하고 해외 진출의 교두보를 만들어 가기 위해 노력하고 있다.2020년부터는 예술 감독제를 도입하고, 배요섭 예술감독 중심으로 사업의 방향을 수정 보완하였다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1638752279798.jpg,서울시 종로구,"공연장: 아르코예술극장, 대학로예술극장, 종로 아이들극장, 씨어터 쿰 / 온라인: 플레이슈터","[유료]공연장 티켓가 : 대표공연·예술감독 초이스 35,000원 / 뉴챌린지 20,000원 / 온라인 BIG3 :9,900원 공연시간 공연별 상이",유료,2022. 1. 4. ~ 16. / 공연 별 상이,2022-01-04,2022-01-16
779,부산크리스마스트리문화축제,성탄의 빛을 부산에서 세계로힘내라 부산! 빛나라 부산! 소망으로 가득 찬 성경이야기 속을 거닐며 새 희망의 성탄 기쁨을 누리자!,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1605746080877.jpg,부산시 중구,"광복로(시티스폿), 용두산공원 일원 등",무료,무료,2021. 12. 4. ~ 2022. 1. 9.,2021-12-04,2022-01-09
780,함양고종시곶감축제,개요 : 축제기간 : 2022.01.06. (목) ~ 2021.01.09. (일)주최 : 함양고종시곶감축제추진위원회장소 : 경남 함양군 상림공원 일원정보 : 공식 누리집,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1639964877656.jpg,경상남도 함양군,상림공원 일원,무료,무료,2022. 1. 6. ~ 9. / 10:00~18:00,2022-01-06,2022-01-09
781,제 9회 거창크리스마스트리문화축제,"깊어가는 겨울의 문턱에서, 성탄의 기쁨과 함께,소중한 당신을 위한 행복과 나눔이 있는 아름다운 축제를 준비했다. 아기 예수의 탄생으로 온 세상에 평화가 임하듯 12월 거창에 울려 퍼지는 형형색색의 빛을 통해 거창과 온누리에 다시 한번 기쁨과 평화가 가득하기를 진심으로 바라며제 9회 거창크리스마스트리문화축제를 함께하여 주시길 바란다.※점등시간 오후 5시~새벽 2시 / 우천이나 기상악화 시 안전을 위해 소등합니다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1638322058384.jpg,경상남도 거창군,"군청 앞 및 문화광장, 로터리(중앙,대동,1교,2교,북부)",무료,무료,2021. 12. 5. ~ 2022. 1. 9.,2021-12-05,2022-01-09
782,제3회 수성빛예술제,"어느 때보다 힘겨웠던 지난 2년간, 치유와 희망의 빛을 비추고자 대구 수성구 수성못에서 행복수성,  빛으로 水놓다란 슬로건으로 2021년 12월 10일부터 1월 8일까지 상상과 행복  그리고 사람의 이야기가 어우러진 감동과 희망의 빛으로의 향연이 펼쳐진다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1639009651296.jpg,대구시 수성구,수성못 일원,무료,무료,2021. 12. 10. ~ 2022. 1. 8. / 17:00 ~ 23:00,2021-12-10,2022-01-08
783,서울영상광고제,"광고영상제의 불모지였던 한국에 첫 뿌리를 내린 ""서울영상광고제""는 2003년 시작하여 19년동안 지속적으로 개최되어온 대한민국의 영상 광고제이자 세계최초로 시도되었던 온ㆍ오프라인 영상 광고제이다.광고를 좋아하는 사람이라면 누구나 참여할 수 있는 명실공히 국내 최대 영상광고축제이며, ""가장 대중적인 시선으로, 가장 공정하게"" 라는 슬로건으로 진행되는 본 광고제는 대한민국 영상광고를 일반 네티즌들과 전문 광고인들이 온라인으로 직접 심사 ㆍ평가하여 좋은 광고를 선정하며, 올해로 19회를 맞이한다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1639964830285.jpg,서울시 중구,온라인개최,무료,무료,2022. 1. 6.,2022-01-06,2022-01-06
